"Game Reference,Date,Player Name,Player Reference,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS"
"202104160WAS,4/16/2021,Zion Williamson,willizi01,31.17,18,0.5,0,0,,3,6,0.5,2,4,6,0,1,1,7,6,21,42"
"202104160DAL,4/16/2021,Elfrid Payton,paytoel01,23.15,8,0.375,0,0,,0,0,,1,6,7,6,0,0,2,3,6,16"
"202104160MIN,4/16/2021,Bam Adebayo,adebaba01,33.16,8,0.875,0,0,,3,5,0.6,0,4,4,4,0,0,2,4,17,21"
"202104190DET,4/19/2021,Tyler Cook,cookty01,30.01,11,0.545,0,0,,0,2,0,1,2,3,2,1,0,1,2,12,24"
"202104220DAL,4/22/2021,Kristaps PorziÅ†Ä£is,porzikr01,28.57,11,0.545,1,1,1,6,7,0.857,2,4,6,1,1,0,0,3,19,30"
"202104230ATL,4/22/2021,Bam Adebayo,adebaba01,36.25,12,0.5,0,0,,4,6,0.667,0,3,3,5,3,1,5,2,16,30"
"202104230BRK,4/23/2021,Tristan Thompson,thomptr01,26.04,9,0.333,0,0,,2,4,0.5,4,5,9,0,1,2,0,1,8,22"
"202104250GSW,4/25/2021,Richaun Holmes,holmeri01,22.14,6,0.667,0,0,,3,6,0.5,2,3,5,0,0,1,0,0,11,18"
"202104250ORL,4/25/2021,Wendell Carter Jr.,cartewe01,20.44,10,0.4,1,1,1,1,2,0.5,4,9,13,1,0,1,1,2,10,23"
"202104280MIA,4/28/2021,Bam Adebayo,adebaba01,32.05,11,0.636,0,0,,7,8,0.875,4,7,11,2,1,0,2,4,21,30"
"202105140GSW,5/14/2021,James Johnson,johnsja01,17.19,2,1,1,1,1,0,0,,0,3,3,3,0,0,2,1,5,5"
"202105260PHI,5/26/2021,Rui Hachimura,hachiru01,25.5,6,0.667,1,1,1,2,3,0.667,2,5,7,1,0,0,3,4,11,16"
"202107110MIL,7/11/2021,Deandre Ayton,aytonde01,24.23,11,0.727,0,0,,2,2,1,2,7,9,0,2,0,2,5,18,24"
"202210220CHI,10/22/2022,DeMar DeRozan,derozde01,32.31,9,0.333,0,0,,7,7,1,0,2,2,1,2,0,0,2,13,25"
"202210290BRK,10/29/2022,Nic Claxton,claxtni01,22.05,6,0.667,0,0,,0,3,0,2,7,9,0,1,2,0,2,8,15"
"202211010MIA,11/1/2022,Tyler Herro,herroty01,9.57,4,0.25,0,0,,0,0,,0,1,1,1,1,1,0,0,2,8"
"202211020POR,11/2/2022,Steven Adams,adamsst01,33.37,9,0.667,0,0,,2,3,0.667,4,7,11,5,0,2,1,2,14,21"
"202211030OKC,11/3/2022,Shai Gilgeous-Alexander,gilgesh01,35.12,17,0.765,0,0,,11,11,1,1,3,4,3,2,0,4,3,37,45"
"202211070CHO,11/7/2022,Mason Plumlee,plumlma01,22.19,5,0.2,0,0,,4,6,0.667,7,3,10,5,2,0,2,4,6,16"
"202211090CHO,11/9/2022,Drew Eubanks,eubandr01,22.18,7,0.857,0,0,,2,4,0.5,3,5,8,2,0,3,3,2,14,18"
"202211090MIN,11/9/2022,Rudy Gobert,goberru01,29.54,11,0.727,0,0,,9,11,0.818,3,8,11,0,0,3,1,4,25,33"
"202211140MIL,11/14/2022,Grayson Allen,allengr01,9.37,2,0,0,0,,2,2,1,1,0,1,0,1,0,0,0,2,6"
"202211160DEN,11/16/2022,Isaiah Hartenstein,harteis01,21.47,1,0,0,0,,0,0,,0,3,3,0,1,1,0,4,0,2"
"202211180DAL,11/18/2022,DeAndre Jordan,jordade01,20.21,3,1,0,0,,0,1,0,4,3,7,2,1,1,3,2,6,7"
"202211200DAL,11/20/2022,Dwight Powell,poweldw01,20.17,6,0.833,0,0,,1,4,0.25,3,2,5,1,1,0,1,3,11,16"
"202211230BOS,11/23/2022,Dwight Powell,poweldw01,10.52,0,,0,0,,1,2,0.5,0,1,1,0,0,1,1,3,1,2"
"202211250SAS,11/25/2022,Jakob Poeltl,poeltja01,25.13,8,0.625,0,0,,0,0,,5,3,8,4,0,0,3,4,10,16"
"202211300BOS,11/30/2022,Bam Adebayo,adebaba01,38.21,19,0.526,1,1,1,2,2,1,1,5,6,5,2,0,5,5,23,41"
"202212060CLE,12/6/2022,Anthony Davis,davisan02,8.07,0,,0,0,,1,3,0.333,1,2,3,2,0,0,0,0,1,3"
"202212110NYK,12/11/2022,Domantas Sabonis,sabondo01,39.01,10,0.7,0,0,,6,11,0.545,3,9,12,4,0,0,2,2,20,31"
"202212150UTA,12/15/2022,Jonas ValanÄiÅ«nas,valanjo01,26.09,6,0.5,0,0,,0,0,,3,6,9,1,0,1,1,3,6,12"
"202212230ATL,12/23/2022,Jalen Duren,durenja01,28.11,7,0.714,0,0,,3,4,0.75,3,5,8,0,0,1,1,2,13,18"
"202212230ORL,12/23/2022,Jakob Poeltl,poeltja01,21.23,4,0.75,0,0,,0,0,,2,2,4,0,0,1,1,4,6,8"
"202212270GSW,12/27/2022,Mason Plumlee,plumlma01,29.2,4,0.75,0,0,,1,4,0.25,2,11,13,4,1,4,0,3,7,12"
"202212270WAS,12/27/2022,Daniel Gafford,gaffoda01,18.33,3,1,0,0,,2,2,1,4,2,6,0,1,1,2,5,8,8"
"202212280NOP,12/28/2022,Rudy Gobert,goberru01,28.47,5,0.8,0,0,,2,2,1,1,7,8,2,0,4,2,6,10,12"
"202212280DET,12/28/2022,Markelle Fultz,fultzma01,27.51,12,0.167,0,0,,2,2,1,1,6,7,9,1,0,1,3,6,26"
"202301060PHO,1/6/2023,Chris Paul,paulch01,12.01,3,0.667,1,1,1,0,0,,0,0,0,1,1,0,1,2,5,7"
"202301060NOP,1/6/2023,Ben Simmons,simmobe01,33.32,6,0.5,0,0,,0,0,,1,5,6,9,3,1,1,4,6,12"
"202301090WAS,1/9/2023,Herbert Jones,joneshe01,12.31,2,0.5,0,0,,3,4,0.75,0,0,0,0,1,0,0,1,5,8"
"202301090BOS,1/9/2023,Ayo Dosunmu,dosunay01,28.26,6,0.5,0,0,,0,0,,0,0,0,1,0,0,0,0,6,12"
"202301120BRK,1/12/2023,Nic Claxton,claxtni01,32.25,7,0.571,0,0,,1,2,0.5,1,8,9,1,1,4,3,0,9,16"
"202301150LAC,1/15/2023,Alperen ÅžengÃ¼n,sengual01,29.36,12,0.583,1,1,1,0,0,,4,4,8,6,1,1,6,2,15,25"
"202301180HOU,1/18/2023,Mason Plumlee,plumlma01,29.18,8,0.75,0,0,,5,6,0.833,3,6,9,1,3,0,0,3,17,22"
"202301200ORL,1/20/2023,Jonas ValanÄiÅ«nas,valanjo01,28.05,19,0.474,1,1,1,1,2,0.5,3,7,10,1,0,1,0,5,20,41"
"202301220TOR,1/22/2023,Jericho Sims,simsje01,33.15,5,1,0,0,,0,0,,2,5,7,3,0,1,1,2,10,10"
"202301230UTA,1/23/2023,Mason Plumlee,plumlma01,26.12,6,0.833,0,0,,8,11,0.727,4,4,8,5,0,1,2,0,18,23"
"202301230POR,1/23/2023,Romeo Langford,langfro01,24.42,6,0.833,1,1,1,1,1,1,1,3,4,2,0,0,1,4,12,14"
"202301240PHO,1/24/2023,Mason Plumlee,plumlma01,25.08,10,0.6,0,0,,5,6,0.833,2,4,6,4,0,0,2,2,17,26"
"202301250POR,1/25/2023,Josh Hart,hartjo01,9.15,1,0,0,0,,0,0,,0,2,2,1,1,0,1,0,0,2"
"202301250LAL,1/25/2023,Jakob Poeltl,poeltja01,22.53,4,0.25,0,0,,3,4,0.75,3,5,8,4,1,0,1,2,5,12"
"202301310CLE,1/31/2023,Bam Adebayo,adebaba01,37.13,13,0.538,0,0,,4,6,0.667,4,7,11,1,0,0,0,3,18,32"
"202302010MIN,2/1/2023,Draymond Green,greendr01,39.28,10,0.5,0,0,,0,3,0,0,12,12,4,1,0,5,3,10,23"
"202302020MIL,2/2/2023,Ivica Zubac,zubaciv01,29.14,7,0.571,0,0,,4,5,0.8,6,7,13,1,0,1,1,6,12,19"
"202302030BOS,2/3/2023,Deandre Ayton,aytonde01,34.52,13,0.538,0,0,,0,1,0,2,8,10,5,0,1,3,2,14,27"
"202302110GSW,2/11/2023,Kevon Looney,looneke01,22.57,1,1,0,0,,0,0,,3,10,13,2,2,2,0,1,2,2"
"202302130NYK,2/13/2023,Nic Claxton,claxtni01,22.59,8,0.5,0,0,,3,5,0.6,2,4,6,1,0,1,0,1,11,21"
"202302130MIA,2/13/2023,Bam Adebayo,adebaba01,34.26,14,0.429,0,0,,7,7,1,0,2,2,2,2,1,1,2,19,35"
"202302230CLE,2/23/2023,Jarrett Allen,allenja01,29.53,10,0.6,0,0,,2,2,1,5,8,13,2,1,0,1,3,14,22"
"202303030SAC,3/3/2023,Domantas Sabonis,sabondo01,34.49,13,0.769,0,0,,3,3,1,2,8,10,7,1,1,3,2,23,29"
"202303050BRK,3/5/2023,Nic Claxton,claxtni01,26.41,5,0.6,0,0,,2,4,0.5,1,11,12,3,0,3,1,3,8,14"
"202303050ORL,3/5/2023,Drew Eubanks,eubandr01,26.05,6,0.833,0,0,,3,4,0.75,0,6,6,3,1,0,1,2,13,16"
"202303060MIA,3/6/2023,Clint Capela,capelca01,33.47,6,1,0,0,,0,2,0,3,7,10,1,0,0,2,3,12,14"
"202303190SAS,3/19/2023,Clint Capela,capelca01,27.53,9,0.778,0,0,,1,1,1,3,9,12,1,1,1,1,2,15,19"
"202303220MIN,3/22/2023,Clint Capela,capelca01,29.04,6,0.833,0,0,,1,1,1,3,5,8,3,0,0,0,2,11,13"
"202303230LAC,3/23/2023,Ivica Zubac,zubaciv01,23.45,3,0.667,0,0,,2,2,1,1,9,10,1,0,2,1,1,6,8"
"202303240SAC,3/24/2023,Bismack Biyombo,biyombi01,16.49,4,0.75,0,0,,0,3,0,2,1,3,2,0,2,2,2,6,11"
"202303240DAL,3/24/2023,Dwight Powell,poweldw01,20.3,7,1,0,0,,0,0,,2,3,5,2,1,0,1,2,14,14"
"202303250PHO,3/25/2023,P.J. Tucker,tuckepj01,28.14,2,1,1,1,1,0,0,,2,2,4,0,0,1,0,3,5,5"
"202303280TOR,3/28/2023,Bam Adebayo,adebaba01,36.32,18,0.389,0,0,,7,8,0.875,5,7,12,4,1,0,0,2,21,44"
"202303290NYK,3/29/2023,Bam Adebayo,adebaba01,35.24,10,0.4,0,0,,1,2,0.5,0,11,11,4,1,0,3,2,9,22"
"202303310CLE,3/31/2023,Evan Mobley,mobleev01,41.04,8,0.75,0,0,,2,3,0.667,0,7,7,5,0,3,0,1,14,19"
"202304020OKC,4/2/2023,Shai Gilgeous-Alexander,gilgesh01,37.32,22,0.5,0,0,,17,17,1,0,3,3,5,2,0,1,4,39,61"
"202304020MIN,4/2/2023,Rudy Gobert,goberru01,35.19,10,0.5,0,0,,0,0,,4,11,15,3,0,0,1,3,10,20"
"202304040BRK,4/4/2023,Nic Claxton,claxtni01,32.02,6,0.333,0,0,,2,2,1,4,5,9,3,1,4,1,2,6,14"
"202304040UTA,4/4/2023,Udoka Azubuike,azubuud01,20.54,1,1,0,0,,0,0,,0,5,5,0,0,0,0,4,2,2"
"202304070CHO,4/7/2023,Mark Williams,willima07,26.29,7,0.714,0,0,,2,2,1,3,10,13,0,1,1,0,3,12,16"
"202304090PHO,4/9/2023,Ivica Zubac,zubaciv01,25.02,7,0.714,0,0,,0,0,,2,6,8,0,0,2,1,3,10,14"
"202304120NOP,4/12/2023,Jonas ValanÄiÅ«nas,valanjo01,30.21,9,0.778,1,1,1,1,2,0.5,6,12,18,3,0,0,1,1,16,21"
"202304250BOS,4/25/2023,Clint Capela,capelca01,20.45,5,0.4,0,0,,0,0,,1,6,7,1,0,1,0,0,4,10"
"202305120MIA,5/12/2023,Bam Adebayo,adebaba01,38.58,20,0.45,0,0,,5,5,1,3,6,9,1,2,1,2,3,23,45"
"202305220LAL,5/22/2023,Anthony Davis,davisan02,40.02,15,0.4,0,0,,9,10,0.9,2,12,14,1,1,3,1,4,21,40"
"202012230ORL,12/22/2020,Jimmy Butler,butleji01,35.42,15,0.467,0,0,,5,5,1,1,2,3,7,7,0,6,1,19,35"
"202012260CHO,12/26/2020,Bismack Biyombo,biyombi01,30.19,7,0.286,0,0,,1,2,0.5,3,6,9,4,0,2,0,2,5,16"
"202012280BRK,12/28/2020,DeAndre Jordan,jordade01,29.56,2,1,0,0,,0,0,,1,8,9,5,0,4,4,4,4,4"
"202101030PHO,1/3/2021,Patrick Beverley,beverpa01,27.31,3,0.667,1,1,1,2,2,1,2,7,9,0,0,0,1,4,7,9"
"202101040ATL,1/4/2021,Mitchell Robinson,robinmi01,28.17,7,0.571,0,0,,0,0,,4,3,7,0,4,2,1,3,8,14"
"202101060ATL,1/6/2021,Bismack Biyombo,biyombi01,24.18,5,0.2,0,0,,0,2,0,2,6,8,1,0,2,0,2,2,12"
"202101080LAL,1/8/2021,Dennis SchrÃ¶der,schrode01,34.16,11,0.455,1,1,1,6,8,0.75,0,3,3,6,2,0,4,5,17,31"
"202101090CHO,1/9/2021,Bismack Biyombo,biyombi01,21.1,4,0.5,0,0,,0,0,,3,4,7,0,0,1,2,4,4,8"
"202101100BRK,1/10/2021,Jarrett Allen,allenja01,33.05,7,0.857,0,0,,3,3,1,1,9,10,1,0,1,3,3,15,17"
"202101100DET,1/10/2021,Mason Plumlee,plumlma01,25.54,5,0.6,0,0,,0,0,,3,5,8,3,2,1,1,6,6,10"
"202101130LAC,1/13/2021,Sindarius Thornwell,thornsi01,19.04,3,0,0,0,,0,0,,0,1,1,0,1,0,0,2,0,6"
"202101200HOU,1/20/2021,Deandre Ayton,aytonde01,35.34,15,0.733,0,0,,4,4,1,6,11,17,3,0,5,2,3,26,34"
"202101200CLE,1/20/2021,Andre Drummond,drumman01,25.44,13,0.462,0,0,,1,1,1,1,6,7,3,1,0,4,2,13,27"
"202101220CHO,1/22/2021,Daniel Gafford,gaffoda01,18.35,5,0.6,0,0,,1,1,1,3,3,6,0,0,2,2,1,7,11"
"202101220SAS,1/22/2021,Dejounte Murray,murrade01,1,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0"
"202101230CHI,1/23/2021,Daniel Gafford,gaffoda01,18,2,0.5,0,0,,2,2,1,1,0,1,0,0,0,1,4,4,6"
"202101270ATL,1/27/2021,DeAndre Jordan,jordade01,22.22,5,1,0,0,,1,2,0.5,3,4,7,1,0,3,1,2,11,12"
"202101290OKC,1/29/2021,DeAndre Jordan,jordade01,20.19,7,0.714,0,0,,0,1,0,3,5,8,2,0,2,1,1,10,15"
"202101300DAL,1/30/2021,Cameron Johnson,johnsca02,33.4,4,0.25,1,1,1,3,3,1,0,4,4,0,0,0,0,2,6,12"
"202102090MIA,2/9/2021,Bam Adebayo,adebaba01,35.27,9,0.333,0,0,,13,16,0.813,4,2,6,2,2,2,3,0,19,34"
"202102110GSW,2/11/2021,Frank Mason III,masonfr01,4.1,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0,0"
"202102130PHO,2/12/2021,Ben Simmons,simmobe01,34.51,9,0.667,0,0,,6,9,0.667,0,6,6,4,2,0,2,3,18,27"
"202102130ATL,2/13/2021,Trae Young,youngtr01,36.15,9,0.333,0,0,,9,11,0.818,1,0,1,14,0,0,3,2,15,29"
"202102150UTA,2/15/2021,Ben Simmons,simmobe01,38.09,26,0.577,0,0,,12,13,0.923,3,6,9,12,1,1,4,2,42,65"
"202102150LAC,2/15/2021,Bam Adebayo,adebaba01,35.54,15,0.8,0,0,,3,5,0.6,3,9,12,7,1,2,3,3,27,35"
"202102170BOS,2/17/2021,Javonte Green,greenja02,23.41,4,0.5,1,1,1,4,4,1,1,2,3,0,2,0,1,2,9,13"
"202102190LAC,2/19/2021,Rudy Gobert,goberru01,31.27,7,0.571,0,0,,0,0,,4,11,15,1,0,3,3,2,8,14"
"202102190CLE,2/19/2021,Jarrett Allen,allenja01,33.42,9,0.889,0,0,,4,8,0.5,4,6,10,4,1,1,1,1,20,26"
"202102230CLE,2/23/2021,Jarrett Allen,allenja01,33.34,11,0.455,1,1,1,2,2,1,2,12,14,2,1,4,0,2,13,25"
"202102260CHI,2/26/2021,Wendell Carter Jr.,cartewe01,24.34,3,0.333,0,0,,0,0,,0,5,5,2,1,0,4,3,2,6"
"202103020MIA,3/2/2021,Bam Adebayo,adebaba01,32.58,8,0.375,0,0,,5,6,0.833,0,2,2,3,0,0,1,0,11,22"
"202103160PHI,3/16/2021,Nerlens Noel,noelne01,26.01,3,1,0,0,,0,0,,2,6,8,0,1,4,1,0,6,6"
"202103190DEN,3/19/2021,Thaddeus Young,youngth01,28.11,7,0.714,1,1,1,0,1,0,3,7,10,6,1,0,2,4,11,16"
"202103210DEN,3/21/2021,Steven Adams,adamsst01,36.1,4,0.25,0,0,,2,6,0.333,7,6,13,3,1,2,3,2,4,14"
"202103220MIN,3/22/2021,Isaiah Roby,robyis01,30.59,7,0.571,1,1,1,0,0,,1,3,4,0,1,1,3,5,9,15"
"202103240SAS,3/24/2021,Jakob Poeltl,poeltja01,21.08,4,1,0,0,,0,0,,3,3,6,2,0,1,2,3,8,8"
"202103260CHO,3/26/2021,Bam Adebayo,adebaba01,35,11,0.636,0,0,,3,6,0.5,1,7,8,2,2,0,1,1,17,28"
"202103270OKC,3/27/2021,Moses Brown,brownmo01,32.44,10,0.8,0,0,,5,8,0.625,6,17,23,0,0,0,2,0,21,28"
"202104060BOS,4/6/2021,Robert Williams,williro04,13.56,2,1,0,0,,0,0,,2,7,9,1,0,1,3,6,4,4"
"202104090NYK,4/9/2021,Nerlens Noel,noelne01,24.54,4,0.5,0,0,,2,2,1,0,5,5,1,1,4,2,3,6,10"
"202104100POR,4/10/2021,Mason Plumlee,plumlma01,17.57,8,0.5,0,0,,0,0,,2,4,6,3,2,1,0,1,8,16"
"202104120UTA,4/12/2021,Alex Len,lenal01,15.3,5,0.2,1,1,1,0,0,,1,4,5,2,0,0,0,1,3,11"
"202104120UTA,4/12/2021,Deni Avdija,avdijde01,9.5,0,,0,0,,0,0,,0,2,2,0,0,1,0,4,0,0"
"202104120NYK,4/12/2021,Andre Drummond,drumman01,25.02,3,0.333,0,0,,1,2,0.5,1,9,10,0,1,1,4,4,3,8"
"202104130CHO,4/13/2021,Andre Drummond,drumman01,24.2,7,0.286,0,0,,0,0,,4,8,12,1,3,0,2,4,4,14"
"202104140SAC,4/14/2021,Damian Jones,jonesda03,16.2,4,0.5,0,0,,1,3,0.333,1,3,4,0,2,0,1,3,5,11"
"202104140DET,4/14/2021,Mason Plumlee,plumlma01,20.55,4,0.75,0,0,,5,6,0.833,3,6,9,4,0,0,2,4,11,14"
"202104160WAS,4/16/2021,Alex Len,lenal01,15.38,5,0.8,0,0,,0,0,,1,4,5,0,0,2,0,0,8,10"
"202104200POR,4/20/2021,Enes Freedom,kanteen01,26.45,4,1,0,0,,1,2,0.5,1,8,9,1,0,1,0,3,9,10"
"202104260WAS,4/26/2021,Jakob Poeltl,poeltja01,26.23,4,0.75,0,0,,4,5,0.8,1,3,4,2,0,0,1,5,10,13"
"202104280DEN,4/28/2021,Steven Adams,adamsst01,12.53,2,0.5,0,0,,0,0,,0,1,1,2,1,0,0,1,2,4"
"202104300CLE,4/30/2021,Jarrett Allen,allenja01,26.12,9,0.667,0,0,,1,3,0.333,3,8,11,2,0,1,2,0,13,21"
"202105090CHO,5/9/2021,Willy HernangÃ³mez,hernawi01,21.57,8,0.5,0,0,,1,2,0.5,5,11,16,1,2,1,4,1,9,18"
"202105120BRK,5/12/2021,Jakob Poeltl,poeltja01,27.34,6,0.333,0,0,,1,2,0.5,7,2,9,2,1,1,0,2,5,14"
"202105120CLE,5/12/2021,Tristan Thompson,thomptr01,28.21,7,0.714,0,0,,0,0,,4,3,7,1,1,1,2,4,10,14"
"202105130CHO,5/13/2021,Bismack Biyombo,biyombi01,26.14,9,0.667,0,0,,1,2,0.5,5,2,7,1,0,0,3,3,13,20"
"202105160WAS,5/16/2021,Alex Len,lenal01,4.4,0,,0,0,,0,0,,0,1,1,0,0,0,0,1,0,0"
"202105250PHO,5/25/2021,Deandre Ayton,aytonde01,42.14,13,0.846,0,0,,0,0,,2,8,10,1,0,0,1,4,22,26"
"202106140ATL,6/14/2021,Clint Capela,capelca01,35.21,9,0.667,0,0,,0,0,,3,10,13,1,0,1,0,3,12,18"
"202107030ATL,7/3/2021,Clint Capela,capelca01,29.07,13,0.538,0,0,,0,0,,7,2,9,1,1,0,2,1,14,26"
"202107080PHO,7/8/2021,P.J. Tucker,tuckepj01,34.59,5,0.6,1,1,1,0,0,,4,1,5,1,0,0,1,2,7,11"
"202210190PHO,10/19/2022,JaVale McGee,mcgeeja01,14.08,3,0.333,0,0,,1,4,0.25,1,3,4,1,1,1,2,1,3,10"
"202210280PHO,10/28/2022,Deandre Ayton,aytonde01,7.42,4,0.5,0,0,,0,0,,1,2,3,0,0,0,0,0,4,8"
"202211020MIA,11/2/2022,Domantas Sabonis,sabondo01,37.12,15,0.533,1,1,1,5,7,0.714,0,12,12,8,1,0,2,2,22,38"
"202211120LAC,11/12/2022,Ivica Zubac,zubaciv01,27.42,8,0.75,0,0,,4,6,0.667,5,10,15,0,0,0,5,4,16,22"
"202211160WAS,11/16/2022,Aaron Wiggins,wiggiaa01,27,4,0.75,1,1,1,0,0,,1,2,3,0,0,0,0,2,7,9"
"202211230CHO,11/23/2022,Mason Plumlee,plumlma01,26.29,6,0.667,0,0,,3,6,0.5,1,12,13,6,1,0,2,1,11,18"
"202211250IND,11/25/2022,Ben Simmons,simmobe01,34.11,8,1,0,0,,4,5,0.8,1,5,6,3,0,1,3,6,20,21"
"202212040NOP,12/4/2022,Dyson Daniels,daniedy01,21.2,3,0.333,0,0,,0,0,,0,2,2,0,1,0,0,0,2,6"
"202212110DET,12/11/2022,Jalen Duren,durenja01,23.42,1,1,0,0,,1,2,0.5,4,9,13,2,1,0,1,4,3,4"
"202212140TOR,12/14/2022,Pascal Siakam,siakapa01,42.31,19,0.368,1,1,1,4,6,0.667,1,3,4,6,0,0,1,4,19,45"
"202212140ORL,12/14/2022,Clint Capela,capelca01,22.03,10,0.8,0,0,,0,0,,2,4,6,2,0,0,0,2,16,20"
"202212150HOU,12/15/2022,Udonis Haslem,hasleud01,11.11,4,0,0,0,,0,0,,1,1,2,0,0,0,0,3,0,8"
"202212160OKC,12/16/2022,Kyle Anderson,anderky01,32.1,9,0.333,0,0,,0,0,,0,6,6,2,3,1,0,3,6,18"
"202212280WAS,12/28/2022,Deandre Ayton,aytonde01,36.12,22,0.636,1,1,1,2,2,1,6,1,7,3,2,0,2,3,31,47"
"202301040GSW,1/4/2023,Kevon Looney,looneke01,27.42,6,0.667,0,0,,0,0,,6,9,15,2,2,2,2,4,8,12"
"202301040SAC,1/4/2023,Domantas Sabonis,sabondo01,39.3,13,0.538,0,0,,6,8,0.75,4,10,14,8,2,1,4,4,20,34"
"202301040NYK,1/4/2023,Jeremy Sochan,sochaje01,29.42,3,0,0,0,,0,0,,1,0,1,4,1,1,2,5,0,6"
"202301040CHI,1/4/2023,Ben Simmons,simmobe01,25.49,5,0.6,0,0,,1,4,0.25,0,9,9,2,3,0,4,4,7,14"
"202301050ORL,1/5/2023,Steven Adams,adamsst01,30.1,5,0.4,0,0,,0,1,0,1,5,6,0,1,0,2,5,4,11"
"202301080PHO,1/8/2023,Deandre Ayton,aytonde01,29.52,16,0.375,0,0,,2,2,1,3,8,11,6,0,1,0,2,14,34"
"202301090WAS,1/9/2023,Daniel Gafford,gaffoda01,23.18,6,0.833,0,0,,3,4,0.75,1,3,4,2,0,0,0,4,13,16"
"202301090BOS,1/9/2023,Robert Williams,williro04,22.56,4,0.75,0,0,,0,0,,2,5,7,2,0,2,1,2,6,8"
"202301140UTA,1/14/2023,Walker Kessler,kesslwa01,31.48,7,1,0,0,,1,1,1,3,9,12,0,1,2,1,1,15,15"
"202301150POR,1/15/2023,Dwight Powell,poweldw01,17.29,6,0.667,0,0,,2,2,1,3,1,4,0,1,0,2,3,10,14"
"202301200SAS,1/20/2023,Tre Jones,jonestr01,29.33,6,0.5,1,1,1,1,2,0.5,1,0,1,8,1,0,0,1,8,15"
"202301210MIN,1/21/2023,Alperen ÅžengÃ¼n,sengual01,37.06,9,0.778,1,1,1,4,10,0.4,2,14,16,7,1,3,4,2,19,29"
"202301210PHO,1/21/2023,Bismack Biyombo,biyombi01,30.36,12,0.5,0,0,,0,3,0,2,14,16,2,0,3,1,3,12,27"
"202301250GSW,1/25/2023,Brandon Clarke,clarkbr01,32.01,10,0.8,0,0,,3,4,0.75,1,7,8,2,1,0,1,4,19,24"
"202302030SAS,2/3/2023,Jakob Poeltl,poeltja01,24.2,11,0.727,0,0,,0,0,,3,7,10,5,0,0,3,3,16,22"
"202302060DET,2/6/2023,Jalen Duren,durenja01,27.42,4,0.75,0,0,,1,1,1,5,9,14,0,0,0,1,2,7,9"
"202302060POR,2/6/2023,Drew Eubanks,eubandr01,25.33,9,0.556,0,0,,0,0,,0,4,4,5,0,0,1,4,10,18"
"202302080CLE,2/8/2023,Jalen Duren,durenja01,27.25,8,0.75,0,0,,2,2,1,5,4,9,2,0,3,0,2,14,18"
"202302100BOS,2/10/2023,Gordon Hayward,haywago01,29.42,8,0.5,0,0,,0,0,,0,2,2,6,2,0,0,2,8,16"
"202302150MEM,2/15/2023,Brandon Clarke,clarkbr01,31.1,8,0.5,0,0,,0,0,,5,5,10,3,3,3,0,3,8,16"
"202302280GSW,2/28/2023,Drew Eubanks,eubandr01,25.13,3,0.667,0,0,,1,2,0.5,1,7,8,4,0,0,1,2,5,8"
"202303010POR,3/1/2023,Willy HernangÃ³mez,hernawi01,20.55,7,0.286,0,0,,3,4,0.75,3,4,7,2,0,1,1,2,7,18"
"202303050HOU,3/5/2023,Charles Bassey,bassech01,24.43,10,0.7,0,0,,0,1,0,3,3,6,2,0,1,0,4,14,21"
"202303100MIA,3/10/2023,Jimmy Butler,butleji01,35.02,16,0.75,1,1,1,8,9,0.889,2,3,5,3,0,1,1,2,33,42"
"202303100WAS,3/10/2023,Clint Capela,capelca01,29.26,10,0.4,0,0,,0,0,,5,5,10,0,0,1,3,2,8,20"
"202303130GSW,3/13/2023,Draymond Green,greendr01,30.01,3,0.667,0,0,,0,0,,1,5,6,4,2,3,1,3,4,6"
"202303150LAC,3/15/2023,Draymond Green,greendr01,35.08,7,0.429,1,1,1,1,1,1,1,7,8,5,1,0,4,5,8,16"
"202303190DET,3/19/2023,James Wiseman,wisemja01,33.04,13,0.769,1,1,1,1,1,1,4,9,13,0,0,0,1,2,22,28"
"202304040BRK,4/4/2023,Rudy Gobert,goberru01,33.47,8,0.625,0,0,,2,3,0.667,4,8,12,2,0,1,2,3,12,19"
"202304040MEM,4/4/2023,Xavier Tillman Sr.,tillmxa01,13,4,0,0,0,,0,0,,2,2,4,1,0,0,1,0,0,8"
"202304050NOP,4/5/2023,Jonas ValanÄiÅ«nas,valanjo01,19.03,2,0.5,0,0,,2,2,1,1,5,6,1,1,3,0,5,4,6"
"202304080LAC,4/8/2023,Jeenathan Williams,willije02,21.18,5,0.8,1,1,1,0,1,0,1,0,1,0,0,0,1,2,9,12"
"202304110MIA,4/11/2023,Bam Adebayo,adebaba01,41.01,12,0.417,0,0,,2,4,0.5,2,7,9,4,3,2,0,2,12,28"
"202304180BOS,4/18/2023,Clint Capela,capelca01,21.57,4,0.5,0,0,,0,2,0,2,5,7,0,2,1,0,0,4,10"
"202304200LAC,4/20/2023,Deandre Ayton,aytonde01,35.18,9,0.444,0,0,,4,8,0.5,5,6,11,0,1,0,2,1,12,26"
"202304200LAC,4/20/2023,Ivica Zubac,zubaciv01,22.2,4,0.75,0,0,,0,0,,1,7,8,0,0,0,2,1,6,8"
